loss,loss_prime,train_acc,test_acc
5926.5091876560255,8131697583.748006,83.325,78.5
5713.29553374686,10041849525.550478,85.82499999999999,80.55
5671.505883660325,9768546901.66212,86.325,81.10000000000001
5659.915590033068,9582757192.562603,86.375,81.3
5656.052125711893,9443567007.777487,86.375,81.5
5654.97539424579,9377124789.533178,86.3625,81.55
5655.009143191681,9338589035.949911,86.3375,81.55
5655.332814259714,9312201590.941624,86.3125,81.45
5655.778887086312,9297214894.163652,86.2875,81.55
5656.164927114707,9286279507.549364,86.3625,81.55
5656.492496058554,9279262245.114635,86.38749999999999,81.5
5656.740982151847,9273908183.79536,86.4,81.5
5656.923101020546,9270460812.216053,86.41250000000001,81.45
5657.057168700016,9267804557.082188,86.425,81.39999999999999
5657.158312573445,9265933785.847038,86.425,81.39999999999999
5657.23224339074,9264506777.387726,86.425,81.39999999999999
5657.286826979803,9263443096.638962,86.425,81.39999999999999
5657.326695761779,9262643907.431728,86.4375,81.39999999999999
5657.355594159695,9262055133.56552,86.4375,81.35
5657.376482932184,9261636749.697617,86.4375,81.35
5657.391583580673,9261340634.827827,86.45,81.35
5657.40249813826,9261124298.99002,86.45,81.35
5657.41037883995,9260967720.92607,86.45,81.35
5657.416068689948,9260854690.511898,86.45,81.35
5657.420174273706,9260773204.201664,86.45,81.35
