loss,loss_prime,train_acc,test_acc
5646.596444318931,8473032898.055194,86.8625,79.80000000000001
5646.61090721414,8469891318.421483,86.8625,79.80000000000001
5646.611761528785,8454851797.016405,86.8625,79.80000000000001
5646.8230403131865,8520581103.788984,86.85000000000001,79.85
5646.701706766264,8489525185.390041,86.8625,79.85
5646.67284078359,8483225831.592391,86.8625,79.85
5646.65950398236,8481065358.8305235,86.8625,79.85
5646.5876450555725,8468202895.747392,86.8625,79.85
5646.549886709241,8452617159.461981,86.8625,79.85
5646.583899774749,8471988330.999387,86.8625,79.85
5646.616513482038,8481429462.606587,86.8625,79.85
5646.649685102182,8488959404.161842,86.8625,79.85
5646.664896596743,8489300117.1901,86.85000000000001,79.85
5646.665439745012,8482708250.604631,86.85000000000001,79.85
5646.710564022919,8474166620.254592,86.85000000000001,79.85
5646.673577825053,8453298668.379105,86.85000000000001,79.80000000000001
5646.786038605717,8485196913.536213,86.8625,79.75
5646.749707403047,8475023497.264645,86.8625,79.75
5646.743963228417,8473780449.093139,86.8625,79.75
5646.7367065889575,8472751031.8809,86.8625,79.75
5646.745688283696,8478872721.114283,86.8625,79.75
5646.7401797680395,8479750897.558726,86.8625,79.75
5646.682228753057,8470839565.697792,86.8625,79.75
5646.642948259611,8471114739.76444,86.8625,79.75
5646.617592587179,8476372716.280993,86.8625,79.75
5646.63787874904,8472655409.20709,86.8625,79.75
5646.65879752408,8487670300.206322,86.8625,79.75
5646.648516462081,8482999038.785963,86.8625,79.75
5646.659513962151,8480494505.126574,86.8625,79.75
5646.61778233564,8471770218.813852,86.8625,79.80000000000001
5646.625918772746,8473643916.055994,86.8625,79.80000000000001
5646.625770562588,8476771822.073925,86.8625,79.80000000000001
5646.619465674659,8480145789.592224,86.8625,79.80000000000001
5646.581090296484,8476583683.413136,86.8625,79.80000000000001
5646.572129589018,8485617590.4674,86.8625,79.80000000000001
5646.549957386307,8484910286.587487,86.8625,79.80000000000001
5646.524185166708,8478745458.099951,86.85000000000001,79.80000000000001
5646.5249802362805,8477385921.642287,86.85000000000001,79.80000000000001
5646.513589164613,8465215242.331231,86.85000000000001,79.80000000000001
5646.541673031777,8467291825.580395,86.85000000000001,79.80000000000001
5646.679367017402,8490973208.654896,86.85000000000001,79.80000000000001
5646.656806200925,8482182033.207299,86.85000000000001,79.80000000000001
5646.66010549776,8478964822.702096,86.85000000000001,79.80000000000001
5646.67927236963,8477647857.74516,86.8375,79.80000000000001
5646.686508478474,8478119540.982822,86.8375,79.80000000000001
5646.609067950842,8453744128.112809,86.8375,79.75
5646.66000855761,8470049610.228301,86.8375,79.75
5646.66287283369,8475512626.386221,86.8375,79.75
5646.653179462758,8477437775.999799,86.8375,79.75
5646.68566253303,8504933578.519377,86.8375,79.80000000000001
5646.671078847691,8490053516.99233,86.85000000000001,79.80000000000001
5646.672796011153,8475615599.111492,86.85000000000001,79.80000000000001
5646.688640730716,8469210322.360592,86.85000000000001,79.80000000000001
5646.712001314186,8468207877.296028,86.85000000000001,79.80000000000001
5646.542292350609,8439397431.715466,86.8375,79.80000000000001
5646.662337555837,8462598966.208435,86.8375,79.80000000000001
5646.651541090985,8469395111.393995,86.8375,79.80000000000001
5646.634571735782,8475961572.468701,86.8375,79.80000000000001
5646.628007625276,8477825784.632362,86.8375,79.80000000000001
5646.608467145535,8483324450.630741,86.8375,79.80000000000001
5646.579756806739,8480365875.90238,86.8375,79.80000000000001
5646.626063104091,8499481282.692194,86.8375,79.80000000000001
5646.610286338889,8486755185.2341385,86.8375,79.80000000000001
5646.627286442077,8478646700.117257,86.8375,79.80000000000001
5646.639826027973,8475482702.02524,86.8375,79.80000000000001
5646.669573832032,8475233053.80155,86.8375,79.80000000000001
5646.612627713042,8460996765.5327835,86.8375,79.80000000000001
5646.663508981562,8466800475.112755,86.8375,79.80000000000001
5646.673416847168,8477171028.1076355,86.8375,79.80000000000001
5646.6738405461065,8481000650.576302,86.8375,79.80000000000001
5646.65698607018,8485379518.460713,86.8375,79.80000000000001
5646.650628835272,8487528941.718697,86.8375,79.80000000000001
5646.62502355852,8493812739.273729,86.8375,79.80000000000001
5646.557842019887,8464149308.552147,86.85000000000001,79.80000000000001
5646.605250174911,8484307225.787857,86.8375,79.75
5646.630479936115,8487185991.72034,86.8375,79.75
5646.641772594923,8483214916.581068,86.8375,79.75
5646.646304293772,8477879756.849809,86.8375,79.75
5646.720581516288,8488739918.983832,86.8375,79.75
5646.649767661882,8476656653.985611,86.8375,79.75
5646.657155979758,8480546634.750091,86.8375,79.75
